Age,time,City,Your city,Employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Your main technology,Other technologies/programming languages you use often,Years in the current workplace,Company size,Annual gross salary without bonus and stocks in EUR,Annual Brutto salary with bonus and stocks in EUR,Annual TC one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",Working hours per week,layoffs_impact_you,company_layoffs,Did you already find a new job?,Do you currently search for a job?,company_hire_in_2024,company_industry,change_jobs,tc_new_job,unemployed_last_tc_salary,change_jobs_voluntary,how_long_find_job,ai_impact,ai_use,ai_tool
34,12/9/2024 15:41,Hamburg,,Full/Part-time employee,Data / Business / Product Analyst,,2,0,Other,Intern,SQL,,"Python,Dashboards (Power BI / Tableau / Looker / etc.),Cloud (AWS / Azure / GCP)",0.08,51-100,27000,27000,,30,,,,,40,No,"Yes, in 2024",,,Yes,Advertising Services,Yes,about the same,,"Involuntarily, I was forced to look for a new job",12.0,Invisible,Yes,OpenAI ChatGPT
42,12/9/2024 15:42,Berlin,,Full/Part-time employee,Software Engineer,,20,5,Senior,,C / C++,,"Python,C / C++,Rust,Docker",,1000,91000,105000,,30,,,,,40,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,No,
33,12/9/2024 15:43,Berlin,,Full/Part-time employee,Software Engineer,,11,8,Staff / Lead / Manager,,Python,,"JavaScript / TypeScript,Cloud (AWS / Azure / GCP),Dashboards (Power BI / Tableau / Looker / etc.),Docker,Bash / Zsh / PowerShell",3.00,11-50,85000,85000,70000,30,,,,,40,,No,,,Yes,Healthcare,No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot"
38,12/9/2024 15:46,Munich,,Full/Part-time employee,Technical Program / Project Manager,,18,10,Staff / Lead / Manager,,C# / .NET,,"JavaScript / TypeScript,C / C++,C# / .NET core,.NET,Go,NodeJS,Terraform,Cloud (AWS / Azure / GCP),Kubernetes,Docker",10.00,1000,82000,88000,,30,,,,,40,No,"Yes, both in 2023-2024",,,Yes,Healthcare,Yes,worse than it was,,"Voluntary, it was my decision",9.0,Invisible,No,
30,12/9/2024 15:47,Nuremberg,,Full/Part-time employee,Machine Learning Engineer,,5,2,Mid-level,,Python,,"Kubernetes,Docker,SQL",2.00,1000,77000,82000,,30,,,,,39,No,"Yes, in 2024",,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,,Invisible,No,
44,12/9/2024 15:47,Munich,,Full/Part-time employee,Other,DBA,20,9,Senior,,SQL,,Bash / Zsh / PowerShell,9.00,1000,82000,98000,,30,,,,,40,,No,,,Yes,Financial Services,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
26,12/9/2024 15:49,Berlin,,Full/Part-time employee,Backend Software Engineer,,4,0,Mid-level,,Java / Scala / Kotlin,,"Docker,Terraform,Cloud (AWS / Azure / GCP)",0.10,1000,60000,60000,,25,,,,,40,,"Yes, in 2023",,,Yes,"Manufacturing, Transportation, or Supply Chain",Yes,better than it was,,"Voluntary, it was my decision",9.0,,,
44,12/9/2024 15:53,Berlin,,Full/Part-time employee,Frontend Software Engineer,,5,5,Mid-level,,JavaScript / TypeScript,,JavaScript / TypeScript,0.50,11-50,68000,76000,70000,30,,,,,40,,No,,,Yes,Other,Yes,better than it was,,"Involuntarily, I was forced to look for a new job",5.0,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot,Anthropic Claude"
37,12/9/2024 15:58,Berlin,,Full/Part-time employee,Engineering Manager,,17,5,Senior Staff / Director,,Java / Scala / Kotlin,,"Java / Scala / Kotlin,NodeJS,Kubernetes,Rust",4.00,101-1000,125000,140000,,29,,,,,40,No,"Yes, in 2024",,,"Yes, but only for backfilling",Other,No,,,,,Invisible,Yes,"Microsoft Copilot,Midjourney,OpenAI ChatGPT"
37,12/9/2024 15:59,Berlin,,Full/Part-time employee,Software Engineer,,14,1,Senior,,Java / Scala / Kotlin,,JavaScript / TypeScript,1.00,1000,91000,91000,,28,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,Microsoft Copilot
31,12/9/2024 16:01,Berlin,,Full/Part-time employee,Backend Software Engineer,,12,1,Mid-level,,Go,,"Python,Ruby,Terraform,Kubernetes,Docker,Bash / Zsh / PowerShell",3.00,1000,62000,62000,62000,30,,,,,40,,I dont know,,,Yes,Financial Services,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Anthropic Claude"
32,12/9/2024 16:11,Karlsruhe,,Full/Part-time employee,Frontend Software Engineer,,6,2,Senior,,JavaScript / TypeScript,,NodeJS,2.00,1000,77625,110798,,30,,,,,40,,"Yes, in 2023",,,Yes,Financial Services,No,,,,,Moderate but noticeable,Yes,"Microsoft Copilot,OpenAI ChatGPT"
36,12/9/2024 16:14,Berlin,,Full/Part-time employee,Software Engineer,,10,6,Mid-level,,JavaScript / TypeScript,,"Python,NodeJS",2.50,1000,100000,120000,112000,28,,,,,40,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
34,12/9/2024 16:26,Berlin,,Full/Part-time employee,Mobile Software Engineer,,13,8,Senior,,Java / Scala / Kotlin,,,5.00,101-1000,82000,82000,,30,,,,,40,,No,,,Yes,Retail and Consumer Services,No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
37,12/9/2024 16:31,Berlin,,Full/Part-time employee,Data / Business / Product Analyst,,9,9,Senior,,SAP / ABAP,,SQL,1.00,1000,95000,95000,,30,,,,,40,No,"Yes, in 2024",,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,,"Voluntary, it was my decision",6.0,Great,No,
42,12/9/2024 16:47,Munich,,Full/Part-time employee,Software Engineer,,20,13,Senior,,Java / Scala / Kotlin,,,13.00,1000,189000,220000,,,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,"JetBrains AI,Anthropic Claude,OpenAI ChatGPT"
35,12/9/2024 16:47,Berlin,,Full/Part-time employee,Software Engineer,,13,10,Senior,,Ruby,,"C / C++,Java / Scala / Kotlin,C# / .NET core,Rust",2.00,1000,115000,165000,143000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
26,12/9/2024 16:50,Berlin,,Full/Part-time employee,Frontend Software Engineer,,5,2,Mid-level,,JavaScript / TypeScript,,,2.00,101-1000,75000,90000,75000,29,,,,,40,,No,,,Yes,Financial Services,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
44,12/9/2024 16:50,Berlin,,Full/Part-time employee,Product Designer / UX/UI Designer/Researcher,,17,3,Principal / VP / Head,,,,,6.00,1000,94000,100000,95000,30,,,,,39,,No,,,Yes,Financial Services,No,,,,,Invisible,No,
32,12/9/2024 16:56,Berlin,,Full/Part-time employee,Product Designer / UX/UI Designer/Researcher,,14,6,Senior,,Other,,Other,5.00,101-1000,80000,107000,90000,32,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,,"Involuntarily, I was forced to look for a new job",25.0,Great,Yes,OpenAI ChatGPT
41,12/9/2024 17:00,Other,,Full/Part-time employee,DevOps Engineer,,15,2,Senior,,Python,,"Python,Java / Scala / Kotlin,SQL,Docker",1.00,up to 10,55000,55000,,,,,,,40,No,"Yes, in 2024",,,No,Other,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Other"
37,12/9/2024 17:10,Berlin,,Full/Part-time employee,Software Engineer,,20,10,Senior,,C / C++,,"Java / Scala / Kotlin,JavaScript / TypeScript,NodeJS",10.00,1000,82000,90000,75000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,No,
35,12/9/2024 17:14,Karlsruhe,,Full/Part-time employee,Engineering Manager,,10,6,Staff / Lead / Manager,,Non-tech instruments,,,3.00,1000,81000,95000,,30,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Other"
31,12/9/2024 17:14,Hannover,,Full/Part-time employee,Data Scientist,,3,3,Mid-level,,Python,,SQL,,1000,60000,70000,,30,,,,,37,,I dont know,,,I dont know,Insurance,Yes,better than it was,,"Voluntary, it was my decision",2.0,Great,Yes,OpenAI ChatGPT
50,12/9/2024 17:16,Munich,,Full/Part-time employee,Data / Business / Product Analyst,,23,11,Senior,,SQL,,"Cloud (AWS / Azure / GCP),Dashboards (Power BI / Tableau / Looker / etc.),SQL",11.00,1000,103000,106500,103000,30,,,,,38,,No,,,Yes,Financial Services,No,,,,,Invisible,No,
47,12/9/2024 17:22,Hamburg,,Full/Part-time employee,Data / Business / Product Analyst,,15,7,Senior,,Non-tech instruments,,,3.00,51-100,60000,60000,,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
36,12/9/2024 17:24,Berlin,,Full/Part-time employee,Solution Architect / Data Architect,,13,3,Principal / VP / Head,,Java / Scala / Kotlin,,"Python,SQL,Other",10.00,1000,147000,187000,197000,32,,,,,39,,No,,,"Yes, but only for backfilling",Financial Services,No,,,,,Moderate but noticeable,No,
36,12/9/2024 17:25,Hamburg,,Full/Part-time employee,Product Manager,,10,10,Senior,,SAP / ABAP,,,,1000,65000,80000,74000,30,,,,,40,No,"Yes, in 2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
39,12/9/2024 17:26,Munich,,Full/Part-time employee,Software Engineer,,18,8,Senior,,Java / Scala / Kotlin,,"Java / Scala / Kotlin,Python",14.00,1000,121000,145000,130000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,"OpenAI ChatGPT,JetBrains AI"
37,12/9/2024 17:39,Berlin,,Self-employed (freelancer),Other,SAP Consultant,15,9,Senior,,SAP / ABAP,,SQL,3.00,1000,,,,,105.0,2016.0,30.0,0,44,,I dont know,,,Yes,Retail and Consumer Services,Yes,better than it was,,"Voluntary, it was my decision",7.0,Moderate but noticeable,Yes,"OpenAI ChatGPT,Google Gemini"
36,12/9/2024 17:40,Berlin,,Full/Part-time employee,Engineering Manager,,14,6,Staff / Lead / Manager,,PHP,,"SQL,Docker",6.00,1000,70000,70000,87500,30,,,,,32,,"Yes, in 2023",,,"Yes, but only for backfilling",Other,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
30,12/9/2024 17:41,Berlin,,Full/Part-time employee,Software Engineer,,10,2,Senior,,Java / Scala / Kotlin,,Go,1.00,1000,102600,112000,,30,,,,,40,,No,,,Yes,Financial Services,No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
30,12/9/2024 17:41,Berlin,,Full/Part-time employee,Software Engineer,,7,2,Senior,,Java / Scala / Kotlin,,"JavaScript / TypeScript,Docker,Cloud (AWS / Azure / GCP),SQL,Bash / Zsh / PowerShell",3.00,1000,77000,80000,,30,,,,,39,,No,,,Yes,Financial Services,No,,,,,Invisible,Yes,Microsoft Copilot
38,12/9/2024 17:42,Munich,,Full/Part-time employee,Engineering Manager,,14,9,Staff / Lead / Manager,,Java / Scala / Kotlin,,,9.00,1000,105000,115000,,30,,,,,40,,I dont know,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,Yes,"OpenAI ChatGPT,Microsoft Copilot,Google Gemini"
40,12/9/2024 17:48,Frankfurt,,Full/Part-time employee,Data / Business / Product Analyst,,17,4,Senior,,SQL,,"Other,Dashboards (Power BI / Tableau / Looker / etc.),Python",4.00,1000,81560,83920,86100,30,,,,,37,No,"Yes, both in 2023-2024",,,Yes,Other,No,,,,,Moderate but noticeable,Yes,"Microsoft Copilot,Microsoft Bing"
46,12/9/2024 17:48,Munich,,Full/Part-time employee,DevOps Engineer,,21,8,Senior,,Kubernetes,,"Python,Go,Terraform,Kubernetes,Docker",1.00,11-50,100000,10000,,28,,,,,40,,No,,,Yes,Financial Services,No,,,,,Great,Yes,OpenAI ChatGPT
35,12/9/2024 17:53,Berlin,,Full/Part-time employee,Software Engineer,,15,9,Staff / Lead / Manager,,Java / Scala / Kotlin,,JavaScript / TypeScript,2.00,1000,130000,160000,155000,28,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,No,
28,12/9/2024 18:01,Dusseldorf,,Full/Part-time employee,Mobile Software Engineer,,6,3,Senior Staff / Director,,Java / Scala / Kotlin,,Swift,2.00,51-100,87000,90000,80500,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
28,12/9/2024 18:05,Berlin,,Full/Part-time employee,Software Engineer,,4,4,Mid-level,,Java / Scala / Kotlin,,"JavaScript / TypeScript,Python,SQL,Kubernetes,Cloud (AWS / Azure / GCP),Docker,Other,NodeJS,Java / Scala / Kotlin",4.00,1000,70000,85000,,30,,,,,40,,"Yes, in 2023",,,Yes,Retail and Consumer Services,No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot"
38,12/9/2024 18:12,Munich,,Full/Part-time employee,Software Engineer,,18,11,Senior,,C# / .NET,,"JavaScript / TypeScript,C# / .NET core,.NET,Java / Scala / Kotlin,NodeJS",11.00,1000,120000,140000,,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,OpenAI ChatGPT
47,12/9/2024 18:13,Berlin,,Full/Part-time employee,Software Engineer,,17,8,Mid-level,,PHP,,"JavaScript / TypeScript,SQL,Cloud (AWS / Azure / GCP)",4.00,1000,67300,67300,66200,29,,,,,40,No,"Yes, in 2024",,,Yes,Retail and Consumer Services,No,,,,,Invisible,Yes,"OpenAI ChatGPT,Microsoft Copilot"
40,12/9/2024 18:13,Berlin,,Full/Part-time employee,Software Engineer,,15,3,Staff / Lead / Manager,,PHP,,"JavaScript / TypeScript,SQL,NodeJS,Docker,Kubernetes",1.00,101-1000,90000,90000,,unlimited,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,JetBrains AI,Microsoft Copilot"
35,12/9/2024 18:19,Munich,,Full/Part-time employee,Site Reliability Engineer,,15,1,Senior,,Terraform,,Terraform,7.00,1000,102000,102000,,,,,,,40,,I dont know,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
35,12/9/2024 18:26,Other,Ulm,Full/Part-time employee,Quality Assurance (QA) Software Engineer,,11,7,Senior,,Java / Scala / Kotlin,,JavaScript / TypeScript,1.00,1000,63000,63000,60000,30,,,,,40,,No,,,Yes,Other,Yes,about the same,,"Involuntarily, I was forced to look for a new job",1.0,Great,Yes,OpenAI ChatGPT
21,12/9/2024 18:41,Berlin,,Full/Part-time employee,Research Scientist,,2,2,Junior,,Java / Scala / Kotlin,,"Python,JavaScript / TypeScript,Bash / Zsh / PowerShell,Rust,Docker,Other",2.00,1000,75000,75000,45000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,,
38,12/9/2024 18:43,Berlin,,Full/Part-time employee,Engineering Manager,,14,3,Staff / Lead / Manager,,C# / .NET,,"C# / .NET core,.NET,Go,Terraform,Kubernetes,Cloud (AWS / Azure / GCP),Docker",3.00,51-100,95000,110000,,29,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
51,12/9/2024 18:43,Frankfurt,,Full/Part-time employee,Product Designer / UX/UI Designer/Researcher,,28,24,Principal / VP / Head,,,,,5.00,1000,83000,83000,,,,,,,38,,I dont know,,,No,"Information Services, IT, Software Development, or other Technology",Yes,about the same,,"Involuntarily, I was forced to look for a new job",1.0,Great,Yes,"Microsoft Copilot,OpenAI ChatGPT"
35,12/9/2024 18:48,Berlin,,Full/Part-time employee,Data Engineer / Analytics Engineer,,8,8,Staff / Lead / Manager,,Python,,"SQL,Terraform,Cloud (AWS / Azure / GCP),Docker",2.00,1000,110000,110000,90000,30,,,,,40,No,"Yes, in 2024",,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,,Great,Yes,"OpenAI ChatGPT,Anthropic Claude,Other"
21,12/9/2024 18:50,Berlin,,Full/Part-time employee,Software Engineer,,3,3,Mid-level,,Java / Scala / Kotlin,,"Python,JavaScript / TypeScript",2.00,1000,73500,77000,,,,,,,40,,No,,,Yes,Financial Services,No,,,,,,,
35,12/9/2024 18:54,Berlin,,Full/Part-time employee,Quality Assurance (QA) Software Engineer,,13,3,Senior,,Java / Scala / Kotlin,,"Java / Scala / Kotlin,SQL,Other",0.25,1000,85000,85000,77000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,about the same,,"Voluntary, it was my decision",1.0,Invisible,Yes,JetBrains AI
33,12/9/2024 19:00,Berlin,,Full/Part-time employee,Frontend Software Engineer,,7,2,Mid-level,,JavaScript / TypeScript,,NodeJS,2.00,1000,90000,94000,,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
26,12/9/2024 19:00,Berlin,,Full/Part-time employee,Research Scientist,,3,2,Mid-level,,Python,,,2.00,1000,75000,75000,72000,28,,,,,40,,"Yes, in 2023",,,Yes,Retail and Consumer Services,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
28,12/9/2024 19:04,Berlin,,Full/Part-time employee,Software Engineer,,8,5,Senior,,Ruby,,"Java / Scala / Kotlin,JavaScript / TypeScript,Terraform",3.00,1000,132000,330000,299000,30,,,,,40,,No,,,Yes,Financial Services,No,,,,,Great,Yes,"OpenAI ChatGPT,Anthropic Claude,Microsoft Copilot"
32,12/9/2024 19:11,Berlin,,Full/Part-time employee,Engineering Manager,,11,2,Staff / Lead / Manager,,Python,,"Docker,Kubernetes,Cloud (AWS / Azure / GCP),SQL,JavaScript / TypeScript",2.00,11-50,90000,90000,84000,25,,,,,40,No,"Yes, in 2024",,,"Yes, but only for backfilling",Financial Services,No,,,,,Invisible,Yes,"Microsoft Copilot,Anthropic Claude,OpenAI ChatGPT"
32,12/9/2024 19:19,Berlin,,Full/Part-time employee,Software Engineer,,10,2,Senior,,Java / Scala / Kotlin,,"JavaScript / TypeScript,Terraform,Cloud (AWS / Azure / GCP),Kubernetes,NodeJS",6.00,1000,110000,145000,125000,30,,,,,40,No,"Yes, both in 2023-2024",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,OpenAI ChatGPT
40,12/9/2024 19:27,Other,,Full/Part-time employee,C-level (CTO / CEO / ...),,22,10,Principal / VP / Head,,,,,6.00,101-1000,118000,125000,,30,,,,,40,,No,,,Yes,Other,No,,,,,Invisible,Yes,"OpenAI ChatGPT,Other"
41,12/9/2024 19:29,Berlin,,Full/Part-time employee,DevOps Engineer,,20,3,Senior,,Kubernetes,,"Go,Cloud (AWS / Azure / GCP),Kubernetes,Docker",3.00,101-1000,75000,85000,,,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,about the same,,"Involuntarily, I was forced to look for a new job",,Invisible,Yes,"OpenAI ChatGPT,Microsoft Copilot"
45,12/9/2024 19:32,Munich,,Full/Part-time employee,Product Manager,,25,8,Senior,,Other,ServiceNow,Other,6.00,1000,83000,93000,89000,30,,,,,40,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"Microsoft Copilot,OpenAI ChatGPT,Google Gemini"
34,12/9/2024 19:44,Berlin,,Full/Part-time employee,Data Scientist,,9,5,Senior,,Python,,SQL,3.00,1000,82000,88500,79000,26,,,,,40,,No,,,Yes,Retail and Consumer Services,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Anthropic Claude"
43,12/9/2024 19:49,Munich,,Full/Part-time employee,Data Scientist,,5,6,Mid-level,,Dashboards (Power BI / Tableau / Looker / etc.),,"Python,Cloud (AWS / Azure / GCP),R,Docker",,11-50,36000,40000,,30,,,,,30,,I dont know,,,Yes,Advertising Services,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot,Microsoft Bing"
29,12/9/2024 19:50,Munich,,Full/Part-time employee,Software Engineer,,6,1,Mid-level,,C / C++,,"Docker,Python,Bash / Zsh / PowerShell,Other",1.00,51-100,67000,72000,65000,30,,,,,40,,I dont know,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,No,
40,12/9/2024 19:53,Munich,,Full/Part-time employee,Backend Software Engineer,,18,11,Senior,,Java / Scala / Kotlin,,"JavaScript / TypeScript,SQL,Bash / Zsh / PowerShell,Terraform,Cloud (AWS / Azure / GCP),Docker",2.00,101-1000,90000,100000,94000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"Microsoft Copilot,OpenAI ChatGPT"
33,12/9/2024 20:00,Berlin,,Full/Part-time employee,Frontend Software Engineer,,10,2,Senior,,JavaScript / TypeScript,,"NodeJS,JavaScript / TypeScript,Docker",1.50,101-1000,90000,90000,90000,30,,,,,40,,"Yes, in 2023",,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
33,12/9/2024 20:02,Berlin,,Full/Part-time employee,Software Engineer,,14,10,Senior,,Java / Scala / Kotlin,,"Python,C / C++,Go,SQL",1.00,1000,125000,200000,135000,35,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"Microsoft Copilot,Other"
39,12/9/2024 20:07,Berlin,,Full/Part-time employee,Backend Software Engineer,,12,8,Senior,,Go,,"PHP,SQL,Kubernetes,Bash / Zsh / PowerShell,Docker",2.00,1000,99000,99000,,28,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,Yes,"OpenAI ChatGPT,Anthropic Claude,JetBrains AI"
